,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.18221616888802414,0.24237408370773234,0.17054263565891473,0.4727272727272727,0.16666666666666666,0.2696969696969697,0.20281124497991967,0.21755725190839695,0.2388235294117647,0.1863468634686347,0.2444250109313511,0.17167381974248927
