,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.15751960085531005,0.38619676945668135,0.17370057752110174,0.2889983579638752,0.24102691924227318,0.16891891891891891,0.24143835616438356,0.1248900615655233,0.4444444444444444,0.08695652173913043
