,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.11574556830031282,0.4700460829493088,0.16536158452326116,0.3047158403869408,0.2446256486286138,0.14842105263157895,0.2374429223744292,0.11036036036036036,0.7142857142857143,0.0
