,FPR_WHITE,FNR_WHITE,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.16040955631399317,0.27099236641221375,0.2125054656755575,0.1859799713876967
