,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.13034410844629823,0.43317972350230416,0.1695071395670198,0.2841596130592503,0.24610822831727205,0.14210526315789473,0.2511415525114155,0.10585585585585586,0.7142857142857143,0.0
