,FPR_WHITE,FNR_WHITE,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.16192643155100492,0.2595419847328244,0.22431132487975514,0.1709585121602289
