,age,White,Black
0,80+,0.12564543889845095,0.13756613756613756
1,60-80,0.14352941176470588,0.20647321428571427
2,40-60,0.20949263502454993,0.2764227642276423
3,20-40,0.23780487804878048,0.2591240875912409
4,0-20,0.6666666666666666,1.0
