,age,M,F
0,80+,0.1076555023923445,0.1478743068391867
1,60-80,0.14686998394863562,0.2
2,40-60,0.2204515272244356,0.27899159663865547
3,20-40,0.20216606498194944,0.33540372670807456
4,0-20,0.5,1.0
