,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.12794012829650747,0.43612334801762115,0.15015548645046645,0.3070607553366174,0.22033898305084745,0.16971383147853736,0.2405821917808219,0.11609498680738786,0.5555555555555556,0.021739130434782608
