,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.1179615110477548,0.45374449339207046,0.14778616911002518,0.31896551724137934,0.22308075772681954,0.17011128775834658,0.24914383561643835,0.11257695690413369,0.5555555555555556,0.021739130434782608
