,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.15731102247300321,0.26554741073539845,0.13178294573643412,0.509090909090909,0.15163934426229508,0.2696969696969697,0.18875502008032127,0.22137404580152673,0.2223529411764706,0.16420664206642066,0.22168780061215565,0.18311874105865522
