,age,M,F
0,80+,0.10831426392067124,0.09431438127090301
1,60-80,0.12068102153229844,0.14679231605654222
2,40-60,0.18319327731092436,0.2286940527283875
3,20-40,0.17356475300400534,0.2840095465393795
4,0-20,0.5,0.4166666666666667
