,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.10085531004989308,0.49926578560939794,0.13134903006071375,0.3497536945812808,0.20164506480558325,0.20151033386327505,0.2131849315068493,0.13896218117854,0.4444444444444444,0.06521739130434782
