,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.15147387878198268,0.29013951288720735,0.13953488372093023,0.6,0.13934426229508196,0.3151515151515151,0.16265060240963855,0.24045801526717558,0.21411764705882352,0.2029520295202952,0.21119370354175776,0.21959942775393418
