,age,White,Black,Hisp,Other,Asian,American
0,80+,0.10580524344569288,0.0,0.096,0.12121212121212122,0.12121212121212122,0.1111111111111111
1,60-80,0.134325356927408,0.08695652173913043,0.11194029850746269,0.14285714285714285,0.15803814713896458,0.1953125
2,40-60,0.2064,0.1625,0.15498154981549817,0.19161676646706588,0.296875,0.2791327913279133
3,20-40,0.20987654320987653,1.0,0.23809523809523808,0.27586206896551724,0.26143790849673204,0.21532846715328466
4,0-20,0.5,0.0,0.6,0.0,0.0,1.0
