,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.10691375623663578,0.5051395007342144,0.14275136976158745,0.3370279146141215,0.22058823529411764,0.1907790143084261,0.22174657534246575,0.1706244503078276,0.4166666666666667,0.10869565217391304
 
