,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.1429080541696365,0.40381791483113066,0.17444098918998963,0.2926929392446634,0.25573280159521433,0.15818759936406995,0.2748287671232877,0.10817941952506596,0.4722222222222222,0.08695652173913043
