,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.18610759801537113,0.2459210215180894,0.15503875968992248,0.509090909090909,0.17759562841530055,0.25757575757575757,0.19678714859437751,0.17938931297709923,0.2447058823529412,0.16236162361623616,0.2509838216003498,0.1609442060085837
