,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.15877030839575834,0.2785528493733743,0.17829457364341086,0.45454545454545453,0.14617486338797814,0.27575757575757576,0.17670682730923695,0.20229007633587787,0.20823529411764705,0.19557195571955718,0.20988194140795802,0.19098712446351931
