,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.12081254454739843,0.4669603524229075,0.14926699244780098,0.3312807881773399,0.21410767696909272,0.1820349761526232,0.24143835616438356,0.11961301671064203,0.5277777777777778,0.021739130434782608
