,FPR_WHITE,FNR_WHITE,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.16230565036025787,0.26717557251908397,0.22168780061215565,0.18311874105865522
