,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.11366006256517205,0.4608294930875576,0.16766467065868262,0.30713422007255137,0.25277983691623424,0.1431578947368421,0.2648401826484018,0.1036036036036036,0.7142857142857143,0.0
