,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.11297220242337848,0.4684287812041116,0.13579150007404117,0.33374384236453203,0.20787637088733799,0.18521462639109698,0.22174657534246575,0.12752858399296393,0.5,0.08695652173913043
