,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.14417744916820702,0.2832820997871837,0.13178294573643412,0.6,0.1407103825136612,0.30303030303030304,0.17670682730923695,0.22137404580152673,0.21058823529411766,0.18081180811808117,0.20813292522955837,0.1859799713876967
