,FPR_WHITE,FNR_WHITE,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.1509290860826697,0.2814885496183206,0.20813292522955837,0.1859799713876967
