,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.11783107403545359,0.4792626728110599,0.15568862275449102,0.3010882708585248,0.2379540400296516,0.1568421052631579,0.22146118721461186,0.11936936936936937,0.7142857142857143,0.0
