,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.08054169636493229,0.5345080763582967,0.11535613801273507,0.37889983579638753,0.18768693918245263,0.20588235294117646,0.20804794520547945,0.13808267370272648,0.4444444444444444,0.08695652173913043
