,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.12219087459869638,0.31685977772523055,0.12403100775193798,0.6363636363636364,0.11748633879781421,0.3393939393939394,0.1566265060240964,0.25572519083969464,0.18823529411764706,0.21033210332103322,0.18408395277656317,0.21316165951359084
