,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.07507820646506778,0.5299539170506913,0.13311837862736067,0.3518742442563482,0.22016308376575242,0.16842105263157894,0.21232876712328766,0.13288288288288289,0.7142857142857143,0.0
