,FPR_WHITE,FNR_WHITE,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.12703830109973455,0.31202290076335876,0.18408395277656317,0.21316165951359084
