,age,M,F
0,80+,0.05741626794258373,0.08872458410351201
1,60-80,0.10754414125200643,0.16756756756756758
2,40-60,0.1952191235059761,0.25210084033613445
3,20-40,0.16967509025270758,0.2857142857142857
4,0-20,0.5,1.0
