,FPR_80+,FNR_80+,FPR_60-80,FNR_60-80,FPR_40-60,FNR_40-60,FPR_20-40,FNR_20-40,FPR_0-20,FNR_0-20
0,0.11439771917320028,0.46402349486049926,0.14186287575892195,0.3263546798029557,0.21610169491525424,0.17368839427662958,0.2268835616438356,0.11961301671064203,0.5,0.021739130434782608
