,FPR_WHITE,FNR_WHITE,FPR_AMERICAN INDIAN/ALASKA NATIVE,FNR_AMERICAN INDIAN/ALASKA NATIVE,FPR_OTHER,FNR_OTHER,FPR_ASIAN,FNR_ASIAN,FPR_HISPANIC/LATINO,FNR_HISPANIC/LATINO,FPR_BLACK/AFRICAN AMERICAN,FNR_BLACK/AFRICAN AMERICAN
0,0.151376593053799,0.2724048238354221,0.14728682170542637,0.5818181818181818,0.1366120218579235,0.2878787878787879,0.178714859437751,0.2099236641221374,0.21058823529411766,0.16789667896678967,0.2125054656755575,0.1859799713876967
